Q,A,label
이 젠 붙잡을 수 도 없는 사람 ,달라지는게 없다면 이런 상황 이 더 나을지도 몰라요 ,1
이 젠 슬픈 사랑,슬픈 이별 이기도 하네요 ,1
이 젠 어떡해 얄 지 모르겠어,일기 를 써 보세요 ,1
이 젠 어쩌 죠 ,생각 을 정리 해 보세요 ,1
이 젠 유부 남 이 된 전남친,이 젠 그 를 놓아주세요 ,1
이 젠 의미 있는 시간 을 만들어 보려해,그동안 못 했던 일 들 을 시작 해보세요 ,1
이 젠 잊기로 해,그것 이 최선 의 선택 일거라 생각 해요 ,1
이 젠 잡아도 안되는거래,사랑 은 때론 미련 이 되 기도 하죠 ,1
이 젠 정말 놔줄라고,그렇다면 마음 의 짐 도 덜할 거 예요 ,1
이 젠 정말 잊고 싶어,마음 먹은 것 만으로도 절반 을 해낸 거 예요 ,1
이 젠 정 말끝 이 겟 죠 ?,새로운 삶은 시작 하세요 ,1
이 젠 제 자신 한테 지칩니다,이별 의 끝 은 항상 모두 를 그렇게 만 드 나 봐요 ,1
이 젠 조금씩 생각 이 변하네,긍정 적 인 변화 이길 바랍니다 ,1
이 젠 조금씩 화가 나네,그럴 때 가 있어요 ,1
이 젠 증오 가 될거 같네,충분히 이해해 요  하지만 나 에게도 독 이 될 수 있어요 ,1
이 젠 진짜 끝 인가 봐,이별 할 때 를 아는 것 도 중요해요 ,1
이 젠 진짜 진짜 안녕,맘 고생 많았어요 ,1
이 젠 포기 가 되네,마음 고생 많았어요 ,1
이 젠정 말끝 이네,또 다른 시작 이기도 해 요 ,1
이틀 전 그녀 에게 연락 이 왔습니다,또 흔들리지 마세요 ,1
이 해심 이 부족한 나 ,우리 모두 상대방 이 되어 보지 못 했으니 당연하다고 생각 해요 ,1
이혼,쉽지 않은 결정 이 죠 ,1
이혼 만은 막고싶은데,충분한 대화 를 나눠 보세요 ,1
이혼 을 앞둔 부부 밥상,제 가 감히 가늠 하지 못 할 정도 로 힘든 자리 라 생각 해요 ,1
이혼 을 준비 중 인 부부 라면,이별 을 준비 하는 기간 이 필요할지도 모르겠네요 ,1
이혼 을 하고싶진 않는데 너무 견디기 힘듭니다 ㅠㅠ,인연 이 거기 까지 였다고 생각 하기로 해 요 ,1
이혼 한지 일 년 이 넘었네,힘든 시간 이었을거라 생각 해요 ,1
익숙함에 속 지 말 자 라는 말 에 대하 여,익숨함 이 만든 거짓 된 사랑 ,1
익숙해질 법도 한데,언 젠 간 괜찮아질 거 라 믿어요  사람 은 적응 의 동물 이니까 요 ,1
인간 의 성향 은 변하지 않나 봅니다 ,사람 은 고쳐 쓰는게 아니란 말 도 있더라고요 ,1
인과응보  속이 다 시원해,자신 이 쏜 화살 은 부메랑 이 되어 돌아오기도 하죠 ,1
인내,그 끝 에는 아쉬움 이 없을 거 예요 ,1
인생 포기 한 걸까,언제 든 다시 시작 할 수 있어요 ,1
인연,또 다른 인연 이 있기 마련 이 죠 ,1
인연 이었다던 그 사람,또 다른 인연 이 있기 마련 이 죠 ,1
일과 시간 후 집 에 도착 한 다음 에도 궁 상,충분히 그럴 수 있어요  조급하게 생각 지 마세요 ,1
일방 적 인 통보 로 헤어졌습니다,상대방 에 대한 예의 가 없네요 ,1
일상 의 추억,기억 의 편린 이 될 뿐 이에요 ,1
일어나자마자 우울,달콤한 차라 도 한 잔 해보세요 ,1
일을하다가도 잠 을 자다가도,당분간 은 생각날 수 밖에 없어요 ,1
일이 안 끝나,힘들겠지만 하나 씩 해보세요 ,1
일이 익숙해 지지 않네,조금 만 더 힘내세요 ,1
일전 에 여기 서 댓글 주고 받던 분 들 ,같은 고민 을 안고 살아가는 사람 들 ,1
일주일 간 괜찮았는데 ,갑자기 생각나기도 한답니다 ,1
일주일 이 너무 길어,쉬어가도 돼요 ,1
일주일 이 일 년 같다,많이 힘들었을 거 라 생각 해요 ,1
일 주 일전 까지만 해도 ,당장 내일 일도 예측 할 수 없 는걸 요 ,1
일 하는 곳 근처 가서 염탐 하고 왔네 ,그 분 에 대한 궁금증 을 접어 두셔요 ,1
읽 씹,인연 이 거기 까지 였나 봐요 ,1
읽 씹은 아프네,상대방 에 대한 예의 가 없네요 ,1
입원 중 에 이별 통보 받았는데 마이 아프네,그 분 이 너무했네요 ,1
입장 이 바뀐 상태 에서 오랜 만 에 와 보내,심경 의 변화 가 있었나요 ?,1
있을 때 잘 할 걸,대다수 의 사람 들 이 지나간 후 에 깨닫고는 한답니다 ,1
잊겠다 다짐 했는데 아직 멀었나 봅니다,시간 이 좀 걸리겠지만 해낼 수 있어요 ,1
잊고싶다,마음 먹을대로 할 수 있어요 ,1
잊고싶다 ,잊게 될 거 예요 ,1
잊고싶어도 잊질못하네,함께한 시간 이 있었으니까 요 ,1
잊고있다 생각 했는데,마음 한 켠에 남아 있었나 봐요 ,1
잊기가 너무 힘드네,사람 을 잊는다는 건 쉬운 일이 아니니까 요 ,1
잊기가 힘듭니다 ,충분히 힘들만 하다고 생각 해요 ,1
잊기 싫은데 잊혀져만 가 ,자연스러운 현상 이에요 ,1
잊기 위해 무던히도 노력 했는데,맘 처럼 쉽지가 않을거예요 ,1
잊는다는거 참 어렵네,정말 어려운 일이 에요 ,1
잊어 보려 하는데 ,처음 에는 잘 안되겠지만 잘 할 수 있을 거 예요 ,1
잊어 보려고,시작 이 반입 니 다  응원 할게요 ,1
잊어 볼 마음 에 다른 여자 만나고 왔습니다 ,사람 은 사람 으로 잊혀지 기도 해 요 ,1
잊어야 살 수 있을 것 같아,잊을 수 있을 거 예요 ,1
잊어야 할것 들이 너무 많아,함께 했던 시간 만큼 잊어 야하는 것 도 많을 거 예요 ,1
잊어야겠지,그래 야할 것 같아요 ,1
잊어야하나 ?,당신 을 위해 서 잊는게 좋을 거 예요 ,1
잊은 줄 알았는데,쉬운 일 은 아니지요 ,1
잊을 때 ,생각 을 잠시 접어 두는게 맘 이 편하죠 ,1
잊을 수 없다는 거 이제 알겠네,사람 을 잊는다는 건 쉬운 일이 아니니까 요 ,1
잊을 수가 있을까,힘들긴 하지만 시간 이 약 이라는 사실 을 잊지 말아요 ,1
잊을수 없는 너 ,많이 사랑 했던 만큼 기억 이 선연하더라고요 ,1
잊자 잊자 지워 버리자,잘 해내고 있어요 ,1
잊지 못 하 겟 어,잊기 힘든 순간 들이었죠 ,1
잊지마,때론 잊어버리는 것 이 좋을 때 도 있어요 ,1
잊지못 한다면 순수한 겁니다,그 보다 많이 사랑 했던거지요 ,1
잊지못 할줄 알았는데,살다보면 잊혀지 기도 하나 봐요 ,1
잊혀져 가는게 더 아프내,이 젠 그 기억 을 놓아 보세요 ,1
잊혀져가는 모든 것 이 그리워지네,지나간 것 은 미화 되 기도 한답니다 ,1
잊혀지네 ,자연스러운 현상 이에요 ,1
잊혀지면 얼마나 좋을가 ,쉬운 일이 아니라는 거 잘 알 고 있어요 ,1
잊혀진 걸까 ?,그런 생각 은 스스로 를 힘들게 할 뿐 이에요 ,1
잊혀진다는거,마음 아픈 일 이기도 해 요 ,1
잊혀질까 ?,힘들지만 언 젠 간 기억 저편 으로 사라질 거 예요 ,1
자괴 감,스스로 를 자책 하지 말아요  마음 이 아프답니다 ,1
자괴 감 만 드는 하루하루 를 보내고 있습니다 ,많이 지쳤나 봐요  곧 기운 낼 수 있길 바랄게요 ,1
자기 쓰레기 맞다고 잊고 살아가래,그런 사람 은 빨리 잊는게 상책 이에요  자신 을 더 사랑 해주세요 ,1
자기 관리 가 답 인 듯 ,못 해봤던 것 들 을 해보세요 ,1
자기 를 아껴주고 사랑 해주는 사람 의 마음 을 이용 하는 사람 ,정말 나쁜 사람 이네 요 ,1
자기 중심 적 인 여자 ,자신 만 생각 하는 사람 은 멀리 하세요 ,1
자꾸 꿈 에 나와여 ㅠ ㅠ,은연 중 에 많이 생각 했나 봐요 ,1
자꾸 다시 만나게 되는데 무슨 방법 이 좋을까,행동 반 경이 비슷한 가봅니다 ,1
자꾸 바보 짓 을 하고 있네,후회 할 행동 은 덜하는게 좋아요 ,1
자꾸 보고싶어,그럴 수 있어요 ,1
자꾸 봐주니까 기어오른다,화 내는 연습 을 해보세요 ,1
자꾸 생각나고 붙잡을수도 없고 ,마음 이 복잡하겠어요 ,1
자꾸 생각나네 ,생각 이 안 난다면 거짓말 일 거 예요 ,1
자꾸 심하게 차였는데  생각나네,많이 사랑 했나 봐요 ,1
자꾸 왜 사랑 이 식었는지 물어보고 싶어,상대방 이 부담스러워하지 않는다면 물어보는 것 도 하나 의 방법 이겠네요 ,1
자꾸 이상한 생각 이 드 네,나쁜 생각 은 하지 말았으면 해 요 ,1
자꾸 졸게 되네,잠 을 깨 요 ! 기운 내 요 !!,1
자꾸 화가 나,그럴수록 당신 이 힘들 거 예요 ,1
자꾸 후회 가 되네,후회 해도 달라지는 건 없어요 ,1
자는게 두려움,자고 일어나면 더 나은 내일 이 올 거 예요 ,1
자다가 깨서 분노,많이 안좋은 일이 있었나 봐요 ,1
자다가 이런 적은 처음 이네,많은 충격 을 받았나 봅니다 ,1
자신 과의 싸움 중 에서 이제 이틀 째 날,잘 견뎌 낼거라 믿어요 ,1
자신만만하던게 엊그젠데 이 젠 힘들어,힘내지 않아도 돼요  저 에게 기대세요 ,1
자신 을 사랑 하기,중요한 자세해요  칭찬 해줄게요 ,1
자신 이 이해 가 안될 때 도 있지 않나 ?,그럴 때 가 있어요 ,1
자야하는데 ,생각 이 많은 가봅니다 ,1
자연 스럽게 헤어진 건가 ?,인연 이 거기 까지 였나 봐요 ,1
자존감 이 너무 없어졌네,사소한 일 을 시작 하는 것 에서부터 성취 감 을 느껴 보세요 ,1
자존감 이 떨어져 있는 지금 ,저 도 진짜 힘들었는데 지금 은 좋은 사람 만나 행복해요 ,1
작년 오늘 ,추억 에 잠겨 착각 하지 마세요 ,1
작은 상처 들,아픔 의 흔적 ,1
잘 견디고있었는데,가끔 은 힘내지 않아도 돼요  뭐 가 됐든 잘 하고 있다고 믿어요 ,1
잘 버텨 봅시다 !,아무렇지도 않는 날 이 올 거 예요 ,1
잘 살 수 있겠죠,살아온 날 보다 앞 으로 살 날 이 더 많아요 ,1
잘 살겠지 라고 생각 하자,더 잘 살 수 있을 거 예요 ,1
잘 지내 ?,당신 은 잘 지내고 있나 봅니다 ,1
잘 지내고 있네,당신 도 잘 지내고 있길 바랄게요 ,1
잘 지내고 있네여  아무 일 없다는듯이 ,세상 은 어떻 게 든 흘러가니까 요 ,1
잘 지내니 ?,잘 지내고 있어요 ,1
잘 참아오고있는데,오래 아파 할수록 손해 예요 ,1
잘 참았어,잘 하고 있어요 ,1
잘 헤어졌는데 너무 힘들어,스스로 더 많이 다독여주세요 ,1
잘가,안녕 ,1
잘못이라면 더 많이 좋아했던 죄 ,더 많이 좋아하면 미련 도 적 을 거 예요 ,1
잘못인줄 모르는 여자,자신 의 잘못 도 인정 할 수 있는 사람 이 좋아요 ,1
잘살고있니 ?,잘 살 고 있을 거 예요 ,1
잘살아야 되는데,바뀌어도 힘든 건 비슷하죠 ,1
잘 안되는군,모든 일이 뜻대로 되진 않나 봐요 ,1
잘 지내고 있는지 궁금해지네,궁금증 을 접어 두셔요 ,1
잘 지내고있니,잘 지내고 있어요 ,1
잘 참다가 페북 을 봐 버렸네,염탐 하지 마세요 ,1
잘 참아 왔는데 눈물 흘렸네 ,자신 의 감정 에 귀 기울이세요  우는 건 죄 가 아니랍니다 ,1
잘한 행동 인가 싶네,최선 의 선택 일 거 라 믿어요 ,1
잘 해준것 같은데도 느끼는 미안함,많이 사랑 한 사람인 가봐요 ,1
잘 해줘도 이별 은 아프네,이별 의 끝 은 항상 시린 것 같아요 ,1
잠 들 기 가 무서워,내일 은 좀 더 나은 하루 일 거 예요  푹 자길 바랄게요 ,1
잠 못 이루는 어느 날 ,쓸쓸한 한 마디네 요 ,1
잠 못자고 있네,그 분 의 생각 으로 가득한 가봅니다 ,1
잠겨 죽어도 좋으니 너 는 물 처럼 내게 밀려오라 ,나도 모르게 내 맘 속 심어진 감정 의 씨앗 ,1
잠깐 괜찮았는데,사람 기분 이란 게 그런 가봐요 ,1
잠도 잘 못자고,밥 은 꼭 챙겨 먹길 바랄게요 ,1
잠들기 직전 일어난 직후 는 죽 을 것 같네,기분 전환 이 필요한 것 같아요 ,1
잠들 기 가 어려워,차분한 음악 을 들어 보세요 ,1
잠수,좋은 선택 이 아니에요 ,1
잠수 이별,좋은 선택 은 아니에요 ,1
잠수 이별 이라니 !,상대방 에 대한 예의 가 없네요 ,1
잠수 이별 인지 아닌지 잘 모르겠어,그 분 이 당신 을 헷갈리게 하나 봅니다 ,1
잠수 이별 해도 될까,잠수 이별 만큼 비겁한 것 은 없어요  깨끗하게 정리 하길 바랄게요 ,1
잠 수탄 사람,상대방 에 대한 예의 가 없네요 ,1
잠시 라도 좋으니 만 낳 수 있을까,후회 안 할 자신 있다면 연락 해보세요 ,1
잠 을 많이 설치 고 출근 하네,생각 이 많았나 봐요  피곤할텐데 따뜻한 차 한잔 해보세요 ,1
잠 을 자야 되는데 ,생각 을 떨치기 쉽지 않죠 ,1
잠 이 안 오네,못자면 내일 피곤할 텐데 걱정 이에요 ,1
잠 이 안 와,자장가 를 불러줄게요 ,1
잡아야 되는 건지 말아야 되는 건지 모르겠네 ,후회 할 거 라면 마지막 으로 잡는 건 어떨까 요 ,1
잡힐듯 하면서 안 잡히네 ,모든 일이 뜻대로 흘러가진 않으니까 요 ,1
장가 간 그 사람,이 젠 잊어버리세요  미련 은 독 이 됩니다 ,1
장거리 연애 하다 이별,장거리 가 힘들죠 ,1
장거리 이별,잘 견뎌 왔는데 힘든 순간 이었죠 ,1
장거리 연애 이별,애틋했던 만큼 아픔 도 크겠죠 ,1
장거리 연애 였는데,힘들었을 거 라 생각 해요 ,1
장기간 연애,함께한 시간 만큼 아픔 도 깊었을 거 예요 ,1
장수 커 풀 의 이별,함께한 시간 만큼 더 힘들죠 ,1
재회 6 개월 만에 다시 헤어졌네,힘든 결정 이었을텐데 안타깝네요 ,1
재회 가능성 이 있을까,어떻게 하느냐에 따라 달라질 거 예요 ,1
재회 그리고 다시 이별,그래도 후회 는 없을 거 라 생각 해요 ,1
재회 네 달 만에 다시 헤어집니다 ,마음 고생 많았어요 ,1
재회 생각 완전히 접었습니다 ,용기 있는 결정 이에요 ,1
재회 어떻하죠 ?,조심 스레 연락 을 해보는 것 도 좋을 것 같아요 ,1
재회 중 인데 끝 을 내야 하 나 고민 이 됩니다,더 어려운 결정 이겠네요 ,1
재회 후 이별,어떤 이별 이든 후 폭풍 이 있는 것 같아요 ,1
재회 후 이별 !,그래도 힘들죠 ,1
재회 후 이별 에는 후 폭풍 이 없는줄 알았는데,어떤 이별 이든 후 폭풍 이 있는 것 같아요 ,1
재회 후 헤어짐 ,다시 만날 준비 가 되어 있지 않았나 봐요 ,1
재회 를 기다리다 단념하게 된 이유 가 뭐 였나 ?,똑같은 일이 반복 될까봐 두려웠던 거 겠죠 ,1
재회 를 바라는것도 새로운 사랑 을 원하는것도 아닌데 ,사람 이 그리운 걸 수도 있어요 ,1
재회 를 위 한 기다림,가만히 있는다고 달라지는 건 없을 거 예요 ,1
재회 를 하긴 했었는데,전과 같지 않죠 ,1
재회 를 한다해 도,달라지는 게 없다면 만나지 않는 게 더 나을 수도 있어요 ,1
재회 하고 딱 5 개월 만에 헤어졌네,힘든 선택 이었을텐데 안타깝네요 ,1
재회 하고싶어,많이 사랑 했나 봐요 ,1
재회 하면 또 그렇겠지,아마 그럴 거 예요 ,1
재회 했는데 행복하지 않네,다시 만날 준비 가 되어 있지 않았나 봐요 ,1
재회 했다가 이별 ,어떤 이별 이든 후 폭풍 이 있겠죠 ,1
재회 후 다시 이별,이별 은 절대 익숙해지지 않아요 ,1
재회 후 또 이별,이별 은 익숙해지지 않아요 ,1
저 괜찮으면 친구사이 하자는데,친구 가 되긴 힘들죠 ,1
저 사람 이 왜 자꾸 볼까 ?,혹시 반한 걸 수도 있어요 ,1
저 잘 잊을 수 있겠죠 ?,아무렇지도 않게 추억 할 날 이 올 거 예요 ,1
저 는 4시간 에 걸쳐서 정리 를 했습니다,많은 결심 이 있었겠어요 ,1
저 는 개인 적 으로 따로 연락 하자는 분 들 ,부담스러운 가봅니다 ,1
저 는 어떻게 해야 할까 여 ???,자신 이 하고 싶은 대로 하세요 ,1
저 는 이별 하면 남자 만 힘든 줄 알았어요 ,이별 의 아픔 엔 성별 이 중요하지 않아요 ,1
저 는 이제 포기 할라 구,포기 하는 것 도 용기랍니다 ,1
저 는 전 여친 관련 해서 거의 모든 걸 다 지웠어,잘 견뎌내고 있네요 ,1
저 도 가슴 아픈 이별 을 했습니다 ,많이 힘들었을 거 라 생각 해요 ,1
저 도 어쩔 수 없는 찌질한 남자 인가 봅니다 ,자신 에게 더 여유롭게 대해 보세요 ,1
저 도 연애 하고 결혼 할 수 있을까,더 좋은 사람 만나서 알콩달콩 연애 하고 행복한 결혼 생활 할 수 있을 거 예요 ,1
저만 이렇게 힘든거 아니죠 ㅠㅠ ?,혼자 만 힘든 거 아니에요 ,1
저만 힘든 것 같아요,혼자 만 힘든 거 아니에요 ,1
저 에게 희망이 있을까 ?,그럼요  제 가 함께 할게요 ,1
저주 스럽다 모든 게 다,불행한 생각 은 덜 하는게 당신 에게 좋아요 ,1
적응 이 안되네 ,익숙해지는 데 는 시간 이 걸릴 거 예요 ,1
전 결국 밑바닥 까지 보고말았습니다,이제 더 잘 될 일만 남았네요 ,1
전 기다리고 있어 ,기다리면서 상처 받지 않을 자신 있나요 ,1
